Mã_Tin,Thời_Gian_Đăng,Thành_Phố,Quận_Huyện,Giá_Cho_Thuê,Diện_Tích_m2,Tiêu_Đề,Mô_Tả,Nổi_Bật
700561,"Chủ Nhật, 17:22 22/02/2026",Hà Nội,Tây Hồ,2.4,20.0,"CHO THUÊ PHÒNG TRỌ – NHÀ 19B NGÕ 530 THỤY KHUÊ, TÂY HỒ. 2,4tr/ tháng","CHO THUÊ PHÒNG TRỌ – NHÀ 19B NGÕ 530 THỤY KHUÊ, TÂY HỒ 2,4tr/ tháng Cách Hồ Tây 700m, cách phố Thụy Khuê 100m, thuận tiện đi lại. Tiện nghi: Giường, tủ, đệm, điều hòa, nóng lạnh, bàn làm việc, máy giặt chung. xe miễn phí. Phí dịch vụ: Điện: 4.000đ/số Nước: 120.000đ/người Dịch vụ: 150.000đ/người Gần các trường: ĐH Điện Lực, ĐH Nội Vụ, ĐH Du Lịch… Liên hệ: Nguyên: 0909 525 414 Phượng: 0985 991 384","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
699388,"Chủ Nhật, 17:22 22/02/2026",Hà Nội,Bắc Từ Liêm,3.0,30.0,"CHO THUÊ PHÒNG TRỌ MỚI TẠI VÂN TRÌ , FULL ĐỒ, THANG MÁY, KHÉP KÍN 3TR TẠI NGÕ 70/79/2","Cho thuê phòng trọ mới, giá 3tr, có thang máy, full đồ, khu Nguyên Xá, Vân Trì Khu vực gần các trường đại học lớn: Công nghiệp, Tài Nguyên Môi trường, Thành Đô, Đường 32... Địa chỉ : Ngõ 70/79/2 Vân Trì Nhà ngõ ô tô Thoáng Sáng, mới bóc Tem. Đang trống phòng 3 tr full đồ Nhà mới, thang máy, vệ sinh khép kín đầy đủ Giường, tủ, đệm, điều hòa, nóng lạnh, máy giặt, khóa vân tay, ....chỗ để xe hơi ngay trước cửa Dịch vụ: + Giá Điện: 4000k/ kw, Nước 120 k/ người, dv 150 k người tháng., thang máy 50k LH: 0985 991 384 hoặc 0969153598","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701801,"Thứ 7, 21:11 21/02/2026",Hà Nội,Hai Bà Trưng,2.5,20.0,Cho thuê phòng trọ địa chỉ 36/90 Yên Lạc- Vĩnh Tuy.,"Diện tích 20m2, có thêm gác xép 8m2. Vị trí thuận tiện đi lại. Độc lập, khép kín, an ninh","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701794,"Thứ 7, 13:05 21/02/2026",Hà Nội,Hà Đông,4.5,20.0,"CHO THUÊ CCMN VĂN QUÁN MỚI XÂY FULL NỘI THẤT CƠ BẢN - CÓ THANG MÁY - GIÁ 4,x TR","CCMN cận cao cấp dành cho hộ gia đình Nếu là sinh viên lựa chọn ở ghép để tiết kiệm chi phí. ️Trống: 2 phòng Đặc điểm nổi bật: - Đạt chuẩn an toàn PCCC - Khu vực để xe máy, có ổ điện - Thang máy chạy mạnh mẽ ️ - Không chung chủ ️ - Cửa an ninh vân tay - Full nội thất cơ bản ️ - Hẻm đủ cho xe con Vị Trí: - Gần trường ĐH: ĐH Hà Nội, ĐH Kiến Trúc Hà Nội, ĐH Công Nghệ GTVT, Học Viện An Ninh Nhân Dân,... - Gần tiện ích xã hội: Chợ, Siêu Thị, Cửa Hàng Tiện Lợi,... Địa chỉ: Số 41 ngõ 197 đường Trần Phú, Tổ 3 Văn Quán, Q. Hà Đông, TP. Hà Nội Giá Thuê: 4,5 Tr ️Liên Hệ Ngay SDT/ Zalo Chính Chủ!","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
628260,"Thứ 7, 00:06 21/02/2026",Hà Nội,Nam Từ Liêm,1.2,12.0,"Phòng trọ nhà trọ ngõ 30 phú mỹ mỹ đình,gần lê đức thọ, Trần bình.","Tin đăng 22.2.26: Chính chủ Cho thuê: phòng trọ giá rẻ, KHÔNG KHÉP KÍN: CÓ ĐIỀU HOÀ, GIƯỜNG CHIỀU ĐẦY ĐỦ. NHẬN PHÒNG sử dụng luôn. Phòng sạch sẽ, không gian thoáng mát, yên tĩnh, phù hợp học tập và nghỉ ngơi. An ninh tốt, sân rộng rãi, có mái che, để xe yên tâm miễn phí. Điện 4K, nước 100k ,mạng Internet 100k/ tháng ( nếu dùng ). Cọc trước tiền phòng 1 tháng. Hình ảnh trong bài đăng góc chụp bị hạn chế, không đẹp bằng thực tế. Xem phòng trực tiếp sẽ có đánh giá tốt hơn. ĐC:Số 16 ngõ 30/16 đường Phú Mỹ( gần hồ Phú Mỹ và Trường THPT Trí Đức). Giờ giấc: Khoá cổng 22h30 hàng ngày. Liên hệ trực tiếp hoặc Zalo 0983386955 .","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701787,"Thứ 6, 18:32 20/02/2026",Hà Nội,Hà Đông,3.5,30.0,"Cho thuê phòng ở khép kín mặt phố Bà Triệu, Hà Đông","Cho thuê phòng ở khép kín mặt phố Bà Triệu, Hà Đông Phòng mới, đẹp, rộng, thoáng, cửa sổ rộng. Diện tích 28m2 Đầy đủ nội thất: Điều hòa, bình nóng, giường đôi, tủ quần áo 3 cánh; Tủ bếp, hút mùi, Máy giặt. Khóa vân tay, camera an ninh. Thang máy chất lượng cao, khu để xe độc lập miễn phí, an toàn PCCC. Giá 3,5 triệu, hợp đồng 6 – 12 tháng. Liên hệ: O936O61299 (có dùng Zalo)","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
695754,"Thứ 5, 19:30 19/02/2026",Hà Nội,Đống Đa,1.9,35.0,CHO THUÊ PHÒNG Ở TẠI NGÕ 105 LÁNG HẠ - GẦN CẦU VƯỢT LÊ VĂN LƯƠNG & YÊN LÃNG,"CHO THUÊ PHÒNG Ở TẠI NGÕ 105 LÁNG HẠ - GẦN CẦU VƯỢT LÊ VĂN LƯƠNG & YÊN LÃNG, VÀO Ở NGAY Diện tích: 24 – 35m² Giá thuê: 1.9 – 3.6 triệu/tháng, đóng * Tiện ích: Phòng có cửa sổ, ban công thoáng sáng Đầy đủ nội thất: điều hoà, nóng lạnh, giường, đệm, tủ, bếp, máy giặt, máy sấy, tủ lạnh Sân phơi rộng, có người dọn vệ sinh định kỳ Chỗ để xe miễn phí Điện – nước – mạng giá nhà nước/dân * Ưu điểm: Không chung chủ, giờ giấc tự do Ngõ rộng, sạch sẽ, xe ra vào tận cửa Vị trí trung tâm: Ngõ bàn cờ 3 phút ngõ 105 Láng Hạ cạnh cầu vượt Lê Văn Lương, 4 phút ra ngõ 104 Yên Lãng/508 Đường Láng, tiện đường, gần chợ, Siêu thị, bến xe buýt, nhiều trường ĐH lớn (Ngân Hàng, Công Đoàn, Thủy Lợi, KTQD, Bách Khoa, Xây Dựng, Ngoại Thương, Luật, Ngoại Giao, Khoa học XHNV, Nhạc Viện, Văn Hóa…) Liên hệ chính chủ: 0862 512 498 – 0862 512 428",
684437,"Thứ 5, 07:29 19/02/2026",Hà Nội,Long Biên,3.0,28.0,Cho thuê phòng trọ tại ngõ 68/188 Nguyễn Văn Linh,"Gia đình cần cho thuê phòng trong ngõ 68/188 đường Nguyễn Văn Linh, phường Thạch Bàn, quận Long Biên, Hà Nội Diện tích 28 m² có gác xép Nhà vệ sinh khép kín có sẵn nóng lạnh điều hoà. Internet wifi tốc độ cao miễn phí Tiện ích ngập tràn xung quanh, chợ Đồng Dinh cách 300m, trung tâm đăng kiểm cách 200m Giá thuê: 3 triệu/tháng","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701523,"Thứ 4, 15:59 18/02/2026",Hà Nội,Thanh Xuân,1.7,30.0,CHO THUÊ PHÒNG NGÕ 190 NGUYỄN TRÃI – GẦN NGÃ TƯ SỞ & ROYAL CITY,"CHO THUÊ PHÒNG NGÕ 190 NGUYỄN TRÃI – GẦN NGÃ TƯ SỞ & ROYAL CITY Diện tích: 20 – 30m² Giá thuê: 1.7 – 3.5 triệu/tháng * Tiện ích: Phòng có cửa sổ, ban công thoáng sáng Đầy đủ nội thất: điều hoà, nóng lạnh, giường, đệm, tủ, máy giặt Sân phơi rộng, có người dọn vệ sinh định kỳ Chỗ để xe miễn phí Điện – nước – mạng giá nhà nước/dân * Ưu điểm: Không chung chủ, giờ giấc tự do Ngõ rộng, sạch sẽ, xe ra vào tận cửa Vị trí trung tâm: Ngõ bàn cơ 4 phút ra Royal City & Ngã Tư Sở, 3 phút ra ngõ 25 Cự Lộc/190 Nguyễn Trãi, gần chợ, siêu thị, ngân hàng, bến xe buýt, nhiều trường ĐH lớn (Ngân Hàng, Công Đoàn, Thủy Lợi, KTQD, Bách Khoa, Xây Dựng, Ngoại Thương, Luật, Ngoại Giao, Khoa học XHNV, Nhạc Viện, Văn Hóa…) Liên hệ chính chủ: 0862 512 498 – 0862 512 428",
701756,"Thứ 5, 18:37 12/02/2026",Hà Nội,Hai Bà Trưng,3.5,30.0,"Cho thuê căn hộ TT Trại Găng, Bạch Mai","Thông tin mô tả CĂN HỘ TT 30M² KHÉP KÍN, có thể thành 2PN Giá: 3.500.000đ/tháng -Địa chỉ: B6 khu Tập thể Trại Găng - Vị trí: Thuận tiện -Điện nước trả theo hợp đồng gốc với công ty Điện, Nước Liên hệ chính chủ: 0988741255","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701745,"Thứ 4, 17:16 11/02/2026",Hà Nội,Hà Đông,4.0,25.0,"XA LA STUDIO FULL ĐỒ, NGAY VIỆN 103, K TÂN TRIỀU, OTO ĐỖ CỬA","Nằm ở Đường Xa La, Phường Kiến Hưng, Hà Nội (địa chỉ cũ: Quận Hà Đông, Hà Nội), phòng trọ 25m2 này là nơi lý tưởng cho những ai cần một không gian thoải mái và tiện nghi. Phòng có nội thất đầy đủ, 1PN, 1WC, phù hợp cho các bạn trẻ thích sống độc lập mà không cần quá nhiều chi phí. Giá chỉ 4 triệu VND, không quá chát cho một chốn an cư lý tưởng. - Nội thất full - Không gian sạch sẽ, thoáng mát - Phù hợp cho sinh viên hoặc người đi làm Tiện ích xung quanh + Siêu thị Đức Thành Xa La + Winmart+ + Siêu thị Co.opmart Hà Đông + Trường mầm non Tuổi Thần Tiên - Đại Thanh","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701743,"Thứ 4, 16:59 11/02/2026",Hà Nội,Hà Đông,3.2,20.0,"109 NGUYỄN VĂN TRỖI, GÁC XÉP FULL ĐỒ, NGAY KIẾN TRÚC, BƯU CHÍNH","Đường Nguyễn Văn Trỗi, Phường Hà Đông, Hà Nội (Quận Hà Đông, Hà Nội cũ) là một căn phòng trọ lý tưởng cho những ai đang tìm kiếm không gian sống tiện nghi và thoải mái. Với diện tích 20 m2, phòng trọ này được trang bị nội thất đầy đủ, phù hợp cho cuộc sống hàng ngày. - Phòng ngủ: 1PN + - Phòng tắm: 1WC + - Nội thất: điều hòa, giường, tủ lạnh... + - Giá thuê: 3,2 triệu VND + - Thời gian cho thuê linh hoạt, tối thiểu 1 năm + Điểm nhấn: Phòng trọ nằm trong khu vực yên tĩnh và an ninh. Không gian thoáng đãng, giúp cư dân cảm thấy dễ chịu và thoải mái. Nội thất được trang bị đầy đủ, giúp tiết kiệm thời gian và công sức cho việc chuẩn bị cho cuộc sống hàng ngày. Gần kề là các tiện ích như: - Cách trường học: 500m - Cách chợ/siêu thị: 1km - Cách công viên: 1,5km","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701741,"Thứ 4, 16:43 11/02/2026",Hà Nội,Thanh Trì,3.4,20.0,"87 YÊN XÁ FULL ĐỒ, NGAY VIỆN 103, K TÂN TRIỀU, HỒ VĂN QUÁN, KIEN TRUC","Phòng trọ cho thuê tại Đường Yên Xá, Phường Thanh Liệt, Hà Nội, trước đây Huyện Thanh Trì, Hà Nội cực chất với diện tích 20m2, 1PN, 1WC, nội thất đầy đủ, chỉ cần xách vali vào ở ngay. Giá cực mềm: 3,4 triệu VND, một lựa chọn hoàn hảo cho cuộc sống thoải mái và tiện nghi. Nơi ở này không chỉ có không gian sống thoải mái mà còn nằm trong khu vực dễ dàng di chuyển, phù hợp với lối sống năng động. Phòng có đủ tiện nghi, giúp tiết kiệm thời gian cho những ai bận rộn với công việc hoặc học tập. - Tiện ích xung quanh: + Bệnh viện 09 + Bệnh viện đa khoa quốc tế Thiên Đức + Bệnh viện bỏng quốc gia Lê Hữu Trác + Winmart+","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701740,"Thứ 4, 16:37 11/02/2026",Hà Nội,Thanh Trì,3.8,25.0,"250 PHAN TRỌNG TUỆ STUDIO FULL ĐỒ, NGAY CẦU TÓ, OTO ĐỖ CỬA","Nhà trọ cho thuê tại Đường Phan Trọng Tuệ, Phường Hoàng Liệt, Hà Nội, trước đây Huyện Thanh Trì, Hà Nội là lựa chọn lý tưởng cho những ai đang tìm kiếm một không gian sống tiện nghi và thoải mái. Với diện tích 25m2, nhà trọ được trang bị đầy đủ nội thất, đáp ứng nhu cầu sinh hoạt hàng ngày. - 1 phòng ngủ rộng rãi + - 1 phòng tắm tiện lợi + - Phòng khách thoáng đãng + - Nội thất đầy đủ, có thể dọn vào ở ngay + - Giá thuê hấp dẫn: 3,8 triệu VND + Điểm nổi bật của căn nhà này là sự tiện nghi và không gian sống thoải mái, rất phù hợp cho những người đi làm hoặc sinh viên đang tìm kiếm một chỗ ở thuận tiện. Gần các tiện ích như: - Gần trường học + - Gần chợ/siêu thị +","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701739,"Thứ 4, 16:32 11/02/2026",Hà Nội,Thanh Trì,3.8,25.0,"39 YÊN XÁ STUDIO FULL ĐỒ, NGAY HỒ VĂN QUÁN, PTIT, KIẾN TRÚC, VIỆN 103","Nhanh tay sở hữu phòng trọ tại Đường Yên Xá, Phường Thanh Liệt, Hà Nội - Huyện Thanh Trì, Hà Nội cũ với nội thất đầy đủ, diện tích 25m2. Phòng trọ gồm 1PN + 1WC/PT + bếp, thích hợp cho những ai tìm kiếm không gian sống tiện nghi và thoải mái. - Điểm nhấn: - Giá thuê: 3,8 triệu VND - Phòng ngủ: 1PN + 1WC/PT - Tiện ích xung quanh: - Bệnh viện 09 - Bệnh viện bỏng quốc gia Lê Hữu Trác - Bệnh viện đa khoa quốc tế Thiên Đức - Siêu thị Winmart+ - Trường mầm non Thần Đồng","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701738,"Thứ 4, 16:24 11/02/2026",Hà Nội,Thanh Trì,3.6,25.0,"87 YÊN XÁ FULL ĐỒ, NGAY VIỆN 103, K TÂN TRIỀU, HỒ VĂN QUÁN","Phòng trọ cho thuê ở Đường Yên Xá, Phường Thanh Liệt, Hà Nội (địa chỉ cũ: Huyện Thanh Trì, Hà Nội) cực chất với diện tích 25m2. Giá thuê chỉ 3,6 triệu VND/tháng, quá ngon cho không gian riêng tư này. Phòng có 1PN và 1WC, nội thất đầy đủ, chỉ việc dọn vào ở ngay. Thời gian thuê linh hoạt, tối thiểu 6 tháng, phù hợp với nhu cầu của nhiều người. Mọi thứ đã sẵn sàng, chỉ cần xách vali và đến ở thôi. Gần đó có nhiều tiện ích như bệnh viện và siêu thị, thuận tiện cho cuộc sống hàng ngày.","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
700638,"Thứ 4, 13:15 11/02/2026",Hà Nội,Hoài Đức,1.6,30.0,"Phòng trọ cho thuê, cách trường đại học công nghiệp Nhổn 2km.","Phòng trọ cho thuê đẹp, cách trường đại học công nghiệp Nhổn 2km Gần khu đô thị Hinode Royal park. Đ/C: Đường Đại Tự, Xã Kim Chung, Huyện Hoài Đức, Hà Nội ưu tiên nữ Giá: 1tr6/tháng Lh : [email protected] hoặc zalo 0762002029","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701728,"Thứ 3, 17:19 10/02/2026",Hà Nội,Thanh Trì,3.6,25.0,"87 YÊN XÁ STUDIO FULL ĐỒ, NGAY HỒ VĂN QUÁN, PTIT, KIẾN TRÚC, VIỆN 103","Nhanh tay sở hữu nhà trọ tại Đường Yên Xá, Phường Thanh Liệt, Hà Nội (cũ: Huyện Thanh Trì, Hà Nội) với những điểm nổi bật sau: + Giá chỉ 3,6 triệu VND. + Diện tích 25 m2, thiết kế thông minh. + 1 phòng ngủ và 1 toilet. + Nội thất đầy đủ: điều hòa, giường, tủ lạnh... + Thời gian cho thuê linh hoạt, tối thiểu 6 tháng. Địa điểm xung quanh: + Gần bệnh viện Bỏng Quốc Gia Lê Hữu Trác. + Bệnh viện Đa Khoa Quốc Tế Thiên Đức. + Siêu thị Winmart+ và Winmart Xa La Hà Đông. + Trường Mầm Non Thần Đồng và Hội Đồng Anh Ngữ Canada Văn Quán 2.","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701651,"Thứ 3, 09:44 10/02/2026",Hà Nội,Ba Đình,4.0,26.0,"Cho thuê phòng giá rẻ tại Số 98 Ngõ 116 Phan Kế Bính, Cống Vị, Ba Đình. Chỉ 4tr","Cho thuê phòng giá rẻ tại Số 98 Ngõ 116 Phan Kế Bính, Cống Vị, Ba Đình. Chỉ 4tr + Cho thuê Căn hộ dịch vụ giá rẻ Full đồ mới tại Số 98 Ngõ 116 Phan Kế Bính, Cống Vị, Ba Đình. Nhà thoáng rộng có sân để xe thoải mái. Ngõ nông rộng ba gác lượn nhà cách mặt phố 10m. + Chợ Cống Vị, Linh lang ngay sát nhà, siêu thị Lottee, trường học, Bệnh viện 354, nhà hàng của phố người Nhật và Hàn, coffee rất gần. + Khu vực vô cùng yên tĩnh, khí hậu trong lành, trung tâm phố an ninh tốt ở cực sướng. + Các hộ Studio rộng 26m² với cửa ban công lớn full kính, thoáng có rất nhiều ánh sáng tự nhiên vào phòng. + Nội thất được trang bị đầy đủ theo chuẩn 3 sao: Giường, đệm lò xo túi vô cùng êm, tủ bàn, sofa, smart Tv, tủ lạnh, lò vi sóng, bếp đủ đồ nấu ăn, chăn ga gối, máy giặt máy sấy... Chỉ việc vào ở. Tất cả đồ đạc mới tinh. + Ngõ nông cách mặt phố 10m, thông rộng sang các phố như: Đào Tấn, Linh Lang, Bưởi, Đội Cấn Liễu Giai, Cầu Giấy… Đi lại cực tiện lợi và thoải mái và không bao giờ tắc đường. + Giờ giấc tự do không chung chủ, có free dọn dẹp 3 lần/1 tuần, free internet. Trang bị đầy đủ PCCC theo tiêu chuẩn. + Giá chỉ: 4 triệu/tháng - Có thương lượng. Liên hệ ngay: Mr Sơn 0946687315/ Ms Phượng 0983473216 Quản lý tòa nhà - Sẵn sàng phục vụ 24/24.","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
